"is","annee_contrat","num_contrat","titre_contrat","nom_usage","responsable_due","label_odd1","label_odd2","label_odd3","label_tei","label_global_gateway","objectif_general","objectifs_specifiques","resultats","main_media","youtube","website","facebook","instagram","twitter","linkedin","press","folder","fichiers","type_contrat","nature_contrat","mecanisme_financement","instrument_financement","date_fin","date_debut","organisme","membre_consortium_1","membre_consortium_2","membre_consortium_3","membre_consortium_4","membre_consortium_5","membre_consortium_6","membre_consortium_7","membre_consortium_8","budget_ue","budget_global","co_financement","cof_1_nom","cof_1_euros","cof_2_nom","cof_2_euros","cof_3_nom","cof_3_euros","cof_4_nom","cof_4_euros","cof_5_nom","cof_5_euros","autres_contributions","num_decision","dac_code","thematique","tei","secteur","region","commune","district","reference_opsys","public","relais_com_partenaire",
"FED",2017,390450,"Désenclavement et assainissement des quartiers prioritaires d'Antananarivo - Phase 3","LALANKELY 3","ROBERT SAMUEL","ODD n°6 - Eau propre et assainissement","ODD n°11 - Villes et communautés durable",,,,"Améliorer les conditions de vie des populations dans les quartiers les plus défavorisés de l’agglomération d’Antananarivo",,"140km de voies sont réhabilitées et/ou créées","https://www.afd.fr/fr/carte-des-projets/lalankely-desenclaver-et-assainir-les-quartiers-prioritaires-dantananarivo","https://www.youtube.com/watch?v=3haBWSy3szw","https://www.afd.fr/fr/carte-des-projets/lalankely-desenclaver-et-assainir-les-quartiers-prioritaires-dantananarivo",,,,,,"414546","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EiUGynViti1HpofeXoXUh_YB2GJd3_HLVSMOL0lj1awy5w?e=8LvmbF","Madagascar","Mise en oeuvre","Convention de Financement",,2023-12-20,2017-12-21,"Agence Française de Développement (AFD)",,,,,,,,,3000000,26370000,,"AFD - Agence Française de Développement",23370000,,,,,,,,,,38465,43030,"Infrastructures et énergie",,,"Antananarivo, ",,"Antananarivo II;Antananarivo III;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;","PCC-390450","Oui","M. VAN KOOTEN Sander  / s.vankooten@eib.org
SEYMOUR Susanna <s.seymour@eib.org>
",
"FED",2018,398749,"Promotion de chaines de valeur adaptées au changement climatique","PRADA","STEFANINI DAVIDE","ODD n°13 - Lutte contre les changements climatiques","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »",,"Climat et énergie","Dans le Sud et Sud-Est de Madagascar, les acteurs impliqués dans les chaînes de valeur
agricoles contribuent à la mise en oeuvre des chaînes de valeur de façon performante et
résiliente face au changement climatique.","Pour faire face à ces défis, PrAda intègre de manière systématique l’adaptation au changement climatique dans la promotion des chaînes de valeur. Les chaînes porteuses pour les trois régions d´intervention sont : arachide, gingembre, miel, oignon, pêche maritime, et un cluster d’épices qui consiste en café, girofle, poivre et vanille.","Plus que 9.000 ménages ont participé a des formations sur les techniques de production et transformation
améliorées, environ 3.600 ménages ont participé a des formations sur l’entrepreneuriat agricole et 2.350 mé-
nages sont sensibilisés sur le changement climatique 

700 personnes sont protegées contre les pertes de récoltes liées à la sécheresse par une assurance risque climatique

2 initiatives visant à la sécurisation de la chaîne de valeur vanille et à l’amélioration des chambres de commerce et d’industrie des 3 régions sont conclues",," ","https://www.giz.de/en/worldwide/62405.html?fbclid=IwAR0IC7CIPkdYuBdwf2AAwoNKREfAJsZRZbhlHDlTSwkPQofzkIkGfM1pV-k","https://www.facebook.com/profile.php?id=100064515683953"," "," "," ",,"418947","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EudGit6c3vhOnAgTJoPnaoEBMGIuiajjAxvLNXoSkqZ8tw?e=qE9fdu","Madagascar","Mise en oeuvre","Convention de Financement",,2025-03-30,2018-07-31,"GIZ - Deutsche Gesellschaft für Internationale Zusammenarbeit (GmbH)",,,,,,,,,7500000,39300000,,"BMZ - Ministère fédéral Allemand de la Coopération économique et du Développement",31800000,,,,,,,,,"Bailleur 1: BMZ (Ministère de Coopération économique et Développement allemand) 
Montant: 31800000",40001,31120,"Développement rural"," ","Développement agricole","Androy, Anosy, Atsimo Atsinanana","AN: Maroalamainty, Andalambe, Ambazoa, Ikotoala, Ambovombe, Berary, Faux Cap, Betanty. ANO: Mahatalaky, Manantenina, Manambato, Saint-Luce, Ampaharihy, Ankobabe, Analapatsy, Tranovao, Lavanono AA: Lompary, Vaingaindragno, Vondrozo, Farafangana",,,"Oui","Dr Jean-Marc BOUVET, Directeur Régional pour l’Afrique Australe et Madagascar - jean-marc.bouvet@cirad.fr ",
"FED",2018,401512,"Assistance technique à la mise en oeuvre du programme AFAFI SUD","AT AFAFI-Sud","STEFANINI DAVIDE","ODD n°13 - Lutte contre les changements climatiques","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »","Environnement et Biodiversité","Climat et énergie","L'AT assure l'appui au BACE notamment à travers le régisseur de l'UCS et certaines directions régionales des 3 Ministères de tutelle afin de permettre la mise en œuvre efficiente et efficace du programme AFAFI Sud","-"," ",," "," "," "," "," "," "," ","420134","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Eo_bcg1r2SdPmOGIcqF6VPgBfuyYGQqCHEvjn8MuldSamg?e=W9Gpfm","Madagascar","Mise en œuvre","Services",,2025-04-04,2018-11-05,"AFC - Agriculture & Finance Consultants GmbH",,,,,,,,,3387108.8,3387108.8," ",,,,,,,,,,,,40001,43040,"Développement rural"," "," ","Androy, Anosy, Atsimo Atsinanana"," ",,,"Non",,
"FED",2022,428434,"Appui aux populations affectées par le Kere en renforcement du programme AFAFI-Sud","AFAFI Urgence","STEFANINI DAVIDE","ODD n°2 - Faim « Zéro »",,,"Environnement et Biodiversité","Climat et énergie","Contribuer à la réduction de la pauvreté des populations rurales dans la région Androy",,,," "," ","https://www.facebook.com/irma.herinirina.9"," "," "," "," ","403423","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ei4b-bEHwtdKtYt9dB_z3tsBh13Zw2a03ZiV3ZtT9DCBmw?e=m13sdt","Madagascar","Subvention","Subvention pour action",,2023-05-05,2022-07-04,"ACF - Action Contre la Faim","AIM - Action Intercoopération Madagascar","Gret",,,,,,,698250,735000,,"SIDA - Swedish International Development Cooperation Agency",36750,,,,,,,,,"Autres Bailleurs: SIDA

Montant:36750",40001,43072,"Réponse d'urgence"," ","Household food security programmes","Androy","Anja Nord , Belindo, Ambahita ,  Maroviro , Beraketa","Bekily;Betroka;Ambovombe Androy;",,"Oui","RAZAFINDRAHONA Lydia razafindrahonal@afd.fr",
"FED",2019,405369,"Devis programme pluriannuel du programme AFAFI Sud (UCS)","DP AFAFI-Sud","STEFANINI DAVIDE","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,"Environnement et Biodiversité","Climat et énergie","Réduction de la pauvreté des populations rurales dans le Sud et Sud-Est de Madagascar",,"Renforcer la gestion communautaire des équipements collectifs.",," "," ","https://www.facebook.com/irma.herinirina.9"," "," "," "," ","428897","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/ElegVq8jF-dJngHgMJg4lIgBWi_0aNDRZbpKTxM2i8ysBg?e=9TzZqx","Madagascar","Mise en oeuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-03-31,2018-04-01,"République de Madagascar",,,,,,,,,3894737.99,3894737.99,,,,,,,,,,,,"Bailleur 1: Coopération Allemenade
Montant: 1500000 Euros",40001,43040,"Développement rural"," ","Développement rural","Androy, Anosy, Atsimo Atsinanana","Ambalavato Nord, Ambohigogo, Ambohimandroso, Ankarana, Beretra Bevoay, Efatsy, Fenoarivo, Ihorombe, Maheriraty, Anandravy, Mahatsinjo, Bema, Soamanova, Ambahita, Anja Nord, Belindo Mahasoa, Beraketa, Maroviro, Antaritarika, Imongy, Nikoly, Tsihombe",,,"Non","Pierre Jeanne-Chef d'équipe de l'assistance technique: pierre.j@dmiassociates.com/261389616782",
"FED",2020,414546,"Développement des conditions favorables à l'amélioration de la production agricole dans les régions Androy et Anosy","AFAFI-Sud","STEFANINI DAVIDE","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,"Environnement et Biodiversité","Climat et énergie","La sécurité alimentaire des ménages ruraux de l’Androy et de l’Anosy s'améliore et la pauvreté régresse"," ","R1: La qualité du matériel végétal et animal est améliorée et disponible en quantité suffisante

R2: La production agricole et animale est améliorée

R3: Un réseau pérenne de diffusion de matériel végétal est mis en place

R4: Les innovations en termes de recherche action sont diffusées auprès des différents acteurs 

R5: Les techniques et les innovations agroécologiques sont diffusées

R6: Des schémas d’aménagement agroécologiques du « terroir » sont élaborés et mis en place 

R7: Des farines infantiles à base de produits locaux sont mises au point",," "," www.bace.mg/afafi-sud"," "," "," "," "," ","415105","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EqVNR4OWXvhDra7vmWpFzDMBJl1fneB3PWJ6tEKXIBSIig?e=EO7nMC","Madagascar","Subvention","Subvention pour action",,2024-07-31,2020-03-01,"Gret","CTAS - Centre Technique Agro-écologique du Sud","AVSF - Agronomes & Vétérinaires Sans Frontières","CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",,,,,,2200000,2315790,"AVSF : 22266
Cirad : 9303","AFD - Agence Française de Développement",45745,"Fondation Avril ",38465,"AVSF - Agronomes & Vétérinaires Sans Frontières",22266,"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",9314,,,"Bailleur 1: AFD
Montant: 45745

Bailleur 2 : fondation Avril
Montant : 38465",40001,31120,"Développement rural"," ","Développement agricole","Androy,Anôsy,","11 communes du district Ambovombe, 2 communes du district d'Amboasary et 4 communes du district de Fort Dauphin","Tsihombe;Ambovombe Androy;Taolagnaro;Amboasary;",,"Oui","Andrianalisoa Raonison (TI MG) araonison@transparency.mg. Ketakandriana Rafitoson (TI MG) <krafitoson@transparency.mg>; Hasiniaina Mickaëlle Randrianja-Arivony (TI MG) <hrandrianja@transparency.mg>; Tojo Andrianirina (TI MG) <tandrianirina@transparency.mg>",
"FED",2020,414626,"Appui à l’amélioration de la sécurité alimentaire, de la situation nutritionnelle et de la résilience aux aléas climatiques des ménages ruraux dans le district de Tsihombe","AFAFI-Sud","STEFANINI DAVIDE","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »","ODD n°13 - Lutte contre les changements climatiques","Environnement et Biodiversité","Climat et énergie","Contribuer à l’amélioration durable de la sécurité alimentaire et nutritionnelle des ménages ruraux de l’Androy ainsi que leur résilience aux aléas climatiques à travers une approche terroir intégrée","Renforcer durablement la sécurité alimentaire et la situation nutritionnelle des ménages ruraux et la mise en valeur des terroirs concernés ","R1:Les Paysans Multiplicateurs de Semences (PMS) locaux sont appuyés afin de produire des semences de qualité en quantité suffisante pour les espèces adaptées aux zones sèches

R2:. Les techniques agricoles adaptées sont vulgarisées afin d'augmenter la productivité des ménages agricoles

R3: Les services techniques de proximité sont appuyés et des appuis conseils en gestion de revenus familiaux sont développés

R4: Les capacités techniques et de gestion des acteurs des filières animales porteuses sont renforcées

R5: . Les Centres d'accueil des enfants et des mères (CAEM) sont mis en place et accompagnés dans leur structuration et le renforcement de leurs capacités et deviennent acteurs de leur territoire

R6: Les familles vivant aux alentours des CAEM bénéficient de services nutritionnels réguliers de qualité

R7: Une farine infantile fortifiée est produite dans la zone par un opérateur local ou un CAEM et vendue au niveau des CAEM",," "," ","Programme AFAFI-Sud"," "," "," "," ","415978","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EnqOVnjivO1Kh7Y8UzmCLqsBkpBWByIxjGO5ZesNdf6clw?e=cZRQBf","Madagascar","Subvention","Subvention pour action",,2024-02-29,2020-03-01,"Gret","AVSF - Agronomes & Vétérinaires Sans Frontières",,,,,,,,855262,900276,"AVSF : 2934","AFD - Agence Française de Développement",28572,"Fondation Avril ",13508,"AVSF - Agronomes & Vétérinaires Sans Frontières",2934,,,,,"Bailleur 1: AFD
Montant: 28572

Bailleur 2 : fondation Avril
Montant : 13508",40001,31120,"Réponse d'urgence"," ","Sécurité alimentaire et nutritionnelle ","Androy,","4 communes dans le district de Tsihombe","Tsihombe;",,"Oui","mailto:info@fes.mg",
"FED",2020,414624,"Appui à l'amélioration de la sécurité alimentaire, de la situation nutritionnelle et de la résilience aux aléas climatiques des ménages ruraux dans les districts de Bekily et Betroka","AFAFI-Sud","STEFANINI DAVIDE","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »","ODD n°13 - Lutte contre les changements climatiques","Environnement et Biodiversité","Climat et énergie","Contribuer à la réduction de la pauvreté des populations rurales dans les districts de Bekily et Betroka ","Améliorer la sécurité alimentaire, la situation nutritionnelle et la résilience aux aléas climatiques des ménages ruraux ","R1: Les communautés ciblées par les Centres d'accueil des enfants et des mères (CAEM) adoptent un Changement de Comportement positif et durable en termes de pratiques nutritionnelles et eau - assisnissement - hygiène

R2: La disponibilité et l’accessibilité alimentaires des ménages bénéficiaires dans les 8 communes sont améliorées.
 
R3: Les terroirs sont aménagés et mis en valeur de façon intégrée et durable

R4 : La gouvernance locale pour soutenir la durabilité des acquis du projet est améliorée",,"https://www.youtube.com/watch?v=9KoqfHz6VRw"," ","https://www.facebook.com/irma.herinirina.9"," "," "," "," ","416993","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ej3_69S59r1NmOawbCFNEjsBT4ybXq9Xn5O0KnTBQY2D5w?e=ABla3r","Madagascar","Subvention","Subvention pour action",,2024-03-31,2020-03-01,"ACF - Action Contre la Faim","AIM - Action Intercoopération Madagascar","WHH - WeltHungerHilfe",,,,,,,1999800,2199800,1999800,"HSBC",100000,"Divers (Fondations privées)",100000,,,,,,,"Autres Bailleurs: 
HSBC
Montant:100000

Fondations Privées
Montant:50,000",40001,43072,"Développement rural"," ","Household food security programmes","Androy,Anôsy,","Berakata, Anja Nord, Maroviro, Belindo, Ambahota Isoanala, Bekorobo, Ianambida","Bekily;Betroka;",,"Oui","Mireille Andriamampianina <mireille.andriamampianina@auf.org>",
"FED",2020,414630,"Appui à l’amélioration de la sécurité alimentaire, de la situation nutritionnelle et de la résilience aux aléas climatiques des ménages ruraux dans le district de Taolagnaro","AFAFI-Sud","STEFANINI DAVIDE","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »","ODD n°13 - Lutte contre les changements climatiques","Environnement et Biodiversité","Climat et énergie","Contribuer à la réduction de la pauvreté des populations rurales dans le district de Taolagnaro","OS1: Les processus de développement agricole inclusif, équitable et durable sont soutenus

OS2: La sécurité alimentaire, la situation nutritionnelle et la résilience aux aléas climatiques des ménages ruraux sont améliorées à travers une approche terroir intégrée","Le modèle des Centres d'accueil des enfants et des mères (CAEM) intégrant les thèmes eau - hygiène - assainissement est durablement installé et opérationnel.

Les agriculteurs utilisent les itinéraires techniques améliorés vulgarisés à travers les réseaux d’encadrement de proximité.

La disponibilité des produits issus de la diversification des activittés génératrices de revenus des ménages est améliorée. 

Des aménagements hydroagricoles et des bassins versants sont mis en place et gérés en toute sécurité et de manière autonome",," "," ","https://fb.watch/bstW7akd4F"," "," "," ","Parution dans le journal de MIDI Madagascar","416996","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EgRkHC9U-bxLl9bA7ZseC-cBRE0eimQDdkO7sWwR8I0TDQ?e=NqqabF","Madagascar","Subvention","Subvention pour action",,2024-03-31,2020-03-01,"WHH - WeltHungerHilfe",,,,,,,,,2500000,2967048,467048,"Hinrichs",467048,,,,,,,,,"Autres Bailleurs: Hinrichs
Montant: 467048",40001,43072,"Développement rural"," ","Household food security programmes","Anôsy,","10 communes du district de Tolagnaro",,,"Oui","Mireille Andriamampianina <mireille.andriamampianina@auf.org>",
"FED",2020,414631,"Appui à l'amélioration de la sécurité alimentaire, de la situation nutritionnelle et de la résilience aux aléas climatiques des ménages ruraux dans les districts de Farafangana, Vangaindrano et Vondrozo","AFAFI-Sud","STEFANINI DAVIDE","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »","ODD n°13 - Lutte contre les changements climatiques","Environnement et Biodiversité","Climat et énergie","Contribuer à la réduction de la pauvreté des populations rurales dans les districts de Vangaindrano, Vondrozo et Farafangana","OS1: Soutenir les processus de développement agricole inclusif, équitable et durable

OS2: Assurer l’amélioration intégrée de la sécurité alimentaire, nutritionnelle et la résilience aux aléas climatiques des ménages ruraux","R1: Les agriculteurs ont accès aux itinéraires techniques améliorés et augmentent durablement leur productivité et leurs revenus 

R2: Les producteurs ont un meilleur accès aux facteurs de production et aux marchés et augmentent la valeur ajoutée de leurs produits. 
 
R3: Les exploitations familiales sont consolidées et sécurisées dans la gestion de leurs exploitations et leur budget familial. 
 
R4: Les ménages ont accès aux services sociaux et adoptent de bonnes pratiques d’hygiène et de nutrition. 

R5: Les ressources des terroirs sont aménagées et gérées de façon intégrée et durable pour répondre aux besoins des communautés",," "," "," "," "," "," "," ","417686","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EqARqX8BhSlApqwx0almAOwBR6ApR8eR9vhPxYouXxp4nA?e=GYMNq2","Madagascar","Subvention","Subvention pour action",,2024-03-31,2020-03-01,"WHH - WeltHungerHilfe",,,,,,,,,3280000,3280000," ",,,,,,,,,,,,40001,43072,"Développement rural"," ","Household food security programmes","Atsimo Atsinanana","13 communes des districts de Farafangana, Vondrozo et Vangaindrano",,,"Oui","Mme Julie LINCHANT, Responsable du site Makira - jlinchant@wcs.org",
"CSO-LA",2014,340600,"Projet quinquennal de développement de la commune rurale d'Andranonahoatra",,"ZUCCATO MARCO","ODD n°10 - Inégalités réduites","ODD n°17 - Partenariats pour la réalisation des objectifs",,,,"Amélioration des conditions de vie de la population de la commune","OS1: Amélioration de l'accès de la population aux service sociaux de base 

OS2: Amélioration de la gouvernance locale

OS3: Renforcement de la securité des biens et des personnnes

OS4: Aménagement des quartiers de la commune","-	La capacité d'accueil des 5 EPP est augmentée et de nouvelles salles de classe sont équipées
-	Le Centre de Santé de Base 2 de Ankany Sambatra est réhabilité et équipé avec une maternité
-	Construction du Centre de Santé de Base 2 Ambaniala
-	Le terrain de sport est opérationnel et aux normes
-	Information des différents services de la commune, matériel informatique présent dans tous les services
-	Production du périodique d'information par la commune (200 exemplaire par mois)
-	L'informatisation des travaux effectués par les différents service de la commune est en nette progression (permis de construire, légalisation, délibération du Conseil municipal, délivrance de certificats)
-	L'organe de contrôle des infrastructures existe au niveau de la commune
-	23 quartiers mobiles sont en service
-	Un réseau de communication téléphonique est installé et opérationnel entre les quartiers mobiles, la commune, et les forces de l'ordre
-	Les caniveaux latéraux d'évacuation des routes et pistes sont réhabilitées dans 7 fokontany 
-	Des signalisations en béton armé durables sont implantées aux points stratégiques de circulation sur les pistes et peintures au sol",,,,,,,,,"376100","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/En9BlS5x3jtBtwK31wQGyX0Bu_5E0jwhhGw3baXQYgK8FQ?e=w2doiN","Madagascar","Subvention","Subvention pour action",,2022-12-31,2015-01-01,"Mairie de la commune rurale d'Andranonahoatra",,,,,,,,,299989,315301,,"Mairie de la commune rurale d'Andranonahoatra",15312,,,,,,,,,,24638,15112,"Bonne gouvernance et redevabilité","Bonne gouvernance et redevabilité","Décentralisation et soutien aux administrations infranationales","Analamanga","Andranonahoatra","Antananarivo Atsimondrano;","PCC-340600","Oui","Tsinjoharinosy Rahaingoarivelo <t.rahaingoarivelo@tdh.nl>",
"CSO-LA",2018,403881,"Mobilisation de la Société civile du territoire intercommunal du district de Maevatanana pour la structuration de la gouvernance locale au service d'un développement inclusif","DIIMA","ZUCCATO MARCO","ODD n°10 - Inégalités réduites","ODD n°17 - Partenariats pour la réalisation des objectifs",,,,"Amélioration des conditions de vie de la population du district","1. Favoriser un dialogue structuré et inclusif entre Etat, élus, administrés et OSC, dans le cadre d’espaces de concertation adaptés à chaque projet, notamment en élargissant le mécanisme existant de participation citoyenne ;
2. Accroitre la qualité de vie des populations par un accès plus équitable aux infrastructures et services communaux de base ;
3. Promouvoir une politique de développement inclusif envers les personnes vulnérables et l’égalité femmes-hommes ;
4. Améliorer la gouvernance locale et la redevabilité sociale par un renforcement des capacités organisationnelles, institutionnelles, techniques et financières de l’OPCI et de ses membres.","R1. Les acteurs de la société civile (OSC, habitants) sont mobilisés en synergie avec l’OPCI, les communes et autres autorités locales et permettent un développement inclusif du territoire de l’OPCI Volamena
R2. Les plans communaux de développement dont la rédaction est finalisée, sont mis en œuvre et améliorent l’accès équitable aux services publics de base
R3. L’égalité femmes-hommes et le développement inclusif sont garantis par la priorité mise sur la discrimination positive
R4. L’appui à maîtrise d’ouvrage (inter)communale est poursuivi
R5. Le suivi, l’évaluation, la communication et la capitalisation sont assurés pour la visibilité et la mesure de l’impact du projet.
",,,"https://www.gescod.org/projet/developpement-inclusif-dans-lintercommunalite-de-maevatanana-diima/",,,,,,"394516","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Enh5TbkVcf9BgU-Bs2b3_p8BVyNaL7-pjqehn_4RjApIlw?e=IqTOON","Madagascar","Subvention","Subvention pour action",,2023-02-28,2019-03-01,"Gescod - Grand Est Solidarités et Coopérations pour le Développement",,,,,,,,,537388,634460,0.15,"Gescod - Grand Est Solidarités et Coopérations pour le Développement",97072,,,,,,,,,,39661,15112,"Bonne gouvernance et redevabilité","Bonne gouvernance et redevabilité","Décentralisation et soutien aux administrations infranationales","Betsiboka","Maevatanana",,"PCC-403881","Oui","Tsinjo Rahaingoarivelo , Country Programme Manager mail to t.rahaingoarivelo@tdh.nl; téléphone 261 34 39 159 05",
